t,E_kin,E_mag,mz,Tnorm,Tz,mode_max,mode_amp,Jsq,Jmax
27.265,0.006734230877616695,0.0003205032783663818,-5.7571732941956606e-5,5.829850382668112e-5,-4.840045324545753e-6,4,0.08956784841221399,0.009030345381373801,0.05032791012237137
27.509,0.005966107025082768,0.00031502650790663216,-5.7502079027376785e-5,5.839532444160816e-5,-4.831102537032574e-6,4,0.09272760355090781,0.00883992849493491,0.049841224016782315
27.754,0.00497891547322928,0.0003096640263813033,-5.743245075127279e-5,5.8448402049960666e-5,-4.827167585370599e-6,4,0.09509910584806942,0.008643789825234303,0.04918795492935401
28.0,0.004371748073119077,0.00030445271952597594,-5.7357676150082714e-5,5.844827942363318e-5,-4.826486087969647e-6,4,0.0971259847555415,0.00844371055078871,0.04843015979641585
28.263,0.004309252623742154,0.00029907441502457827,-5.726673810138209e-5,5.838985952786444e-5,-4.8272816665863566e-6,4,0.09950058140600823,0.008229325626336069,0.04763532480655103
28.511,0.004391070723760629,0.0002942273658796816,-5.71693461666518e-5,5.829047418344721e-5,-4.827858424666386e-6,4,0.10193638239137844,0.008031841676759216,0.04692563748490926
28.758,0.00413816152952321,0.0002895868890817841,-5.706222561940356e-5,5.816461227979901e-5,-4.827159362740913e-6,4,0.10440792920826729,0.007840643507153505,0.04621078346542068
29.005,0.0034181785182998475,0.00028516265409723524,-5.6947707608670506e-5,5.8032131098826046e-5,-4.824547749894033e-6,4,0.10710582319450773,0.007656870435576026,0.04568016913501961
29.252,0.002494606161360993,0.00028093939533866796,-5.682769049095539e-5,5.791433184057618e-5,-4.819714362070731e-6,4,0.11058799332756354,0.007480366202638705,0.045205783630835855
29.5,0.001804460446788059,0.0002768675160660098,-5.670443240037709e-5,5.783170285888475e-5,-4.812227455835233e-6,4,0.11502618496194636,0.0073104590850383115,0.04460021333319771
29.764,0.0016734437596050067,0.00027262495437764414,-5.6569808588602616e-5,5.7800824176492274e-5,-4.800321145859675e-6,4,0.11976216096520363,0.007136867764829618,0.04382605480941287
30.011,0.0021096610150006653,0.000268671587186294,-5.6438793917327026e-5,5.783373612576946e-5,-4.7840593290907365e-6,4,0.1228559472923982,0.0069818161106109805,0.04302533959433684
30.257,0.0027934446547253832,0.00026467997837487675,-5.630272392243642e-5,5.792346630636322e-5,-4.761375745398858e-6,4,0.12424847341947395,0.006833994709763081,0.04221465553854062
30.503,0.0033709969035004327,0.00026061780514778453,-5.616152884745833e-5,5.805693949971927e-5,-4.73155677518997e-6,4,0.12460597369030064,0.006692333629938048,0.0414234419238633
30.764,0.0036371402914048756,0.00025622478681193764,-5.600571214392264e-5,5.822401739113768e-5,-4.6930556960660265e-6,4,0.12615367238855182,0.006546190589888907,0.04063067733085872
31.01,0.0035816157442283367,0.00025211633306360364,-5.585578976375526e-5,5.8377284115426925e-5,-4.654183649236152e-6,4,0.1301610738223935,0.0064117520948470275,0.03996444101521314
31.256,0.0034224160631475316,0.0002480898571173111,-5.570260688183952e-5,5.850198167480431e-5,-4.61809754356558e-6,4,0.1360374916190359,0.006276836937255595,0.039420690651343106
31.503,0.0033662955122691013,0.00024419581142818295,-5.55450210764649e-5,5.8579398726914925e-5,-4.590530839135261e-6,4,0.14192031870817795,0.006138762864045052,0.03904104507357536
31.751,0.0035069230697192346,0.0002404856325809508,-5.538186183832159e-5,5.860196912255651e-5,-4.575329528642741e-6,4,0.1476418215051724,0.005997230764762382,0.03883384582394334
32.015,0.003823667684137987,0.0002367584600961715,-5.520061351883322e-5,5.857633347942613e-5,-4.572631531236367e-6,4,0.15181316504998396,0.005843634279458043,0.03855526426223926
